1578306885000,836
1578307868000,836
1578308233000,591
1578308242000,591
1578308296000,879
1578308297000,89
1578308300000,879
1578308305000,424
1578308306000,89
1578308314000,424
1578308330000,390
1578308332000,390
1578308381000,438
1578308386000,438
1578308445000,719
1578308447000,719
1578308482000,714
1578308485000,714
1578308543000,626
1578308553000,626
1578308563000,497
1578308564000,497
1578308593000,853
1578308602000,853
1578308637000,401
1578308639000,401
1578308652000,836
1578308670000,163
1578308671000,163
1578308674000,2
1578308678000,2
1578308683000,361
1578308686000,361
1578308694000,360
1578308698000,360
1578308763000,961
1578308763000,961
1578308767000,34
1578308772000,726
1578308774000,726
1578308777000,34
1578308783000,185
1578308784000,728
1578308787000,185
1578308794000,728
1578308813000,733
1578308820000,733
1578308861000,877
1578308872000,877
1578308896000,25
1578308909000,25
1578308948000,382
1578308957000,382
1578309005000,591
1578309008000,603
1578309009000,628
1578309013000,628
1578309014000,603
1578309057000,89
1578309060000,879
1578309198000,714
1578309213000,424
1578309265000,390
1578309267000,401
1578309341000,961
1578309356000,360
1578309369000,853
1578309391000,438
1578309438000,728
1578309451000,185
1578309457000,877
1578309523000,626
1578309603000,719
1578309632000,34
1578309645000,424
1578309666000,836
1578309671000,497
1578309679000,2
1578309695000,361
1578309736000,714
1578309803000,733
1578309845000,163
1578309845000,879
1578309858000,25
1578309858000,628
1578309879000,382
1578309881000,603
1578309888000,726
1578309896000,591
1578309905000,89
1578310027000,853
1578310055000,401
1578310077000,390
1578310210000,728
1578310255000,626
1578310280000,961
1578310333000,719
1578310418000,733
1578310433000,34
1578310501000,438
1578310520000,185
1578310552000,361
1578310571000,714
1578310577000,360
1578310580000,877
1578310607000,424
1578310673000,390
1578310774000,25
1578310791000,836
1578310817000,728
1578310827000,591
1578310833000,497
1578310835000,853
1578310853000,628
1578310862000,603
1578310866000,961
1578310872000,726
1578310881000,163
1578310902000,401
1578310926000,879
1578310935000,877
1578310945000,89
1578310980000,626
1578310985000,360
1578311026000,2
1578311066000,424
1578311118000,25
1578311126000,361
1578311139000,733
1578311184000,34
1578311186000,382
1578311206000,628
1578311236000,401
1578311242000,185
1578311242000,719
1578311244000,726
1578311320000,603
1578311322000,497
1578311323000,879
1578311364000,438
1578311382000,2
1578311787000,836
1578312982000,836
1578313937000,836
1578314656000,836
1578315653000,444
1578315769000,650
1578315803000,961
1578316196000,650
1578316554000,961
1578316585000,444
1578317079000,650
1578317158000,444
1578317525000,961
1578318140000,444
1578318219000,961
1578318247000,650
1578392499000,331
1578393128000,331
1578393897000,331
1578394600000,621
1578394607000,621
1578394631000,331
1578394676000,300
1578394732000,632
1578394817000,118
