1443,1578293258000,1578304713000
454,1578293866000,1578305896000
640,1578293962000,1578306747000
1266,1578294219000,1578305966000
993,1578294436000,1578304166000
1456,1578294588000,1578304133000
879,1578295234000,1578308704000
9,1578295745000,1578310170000
694,1578296028000,1578304897000
1435,1578296518000,1578305063000
977,1578296520000,1578312617000
843,1578296668000,1578315157000
517,1578297030000,1578304523000
940,1578298936000,1578308804000
-1,1578299263000,1578299310000
1228,1578300606000,1578305943000
-1,1578301410000,1578305943000
0,1578303117000,1578305943000
1413,1578304091000,1578313033000
-1,1578305966000,1578306013000
-1,1578306613000,1578306660000
993,1578306662000,1578312986000
694,1578306676000,1578314734000
-1,1578306747000,1578306794000
1266,1578306846000,1578315887000
1456,1578306999000,1578313717000
570,1578307510000,1578315257000
-1,1578308637000,1578308684000
-1,1578308704000,1578308751000
-1,1578308804000,1578308851000
-1,1578310170000,1578310217000
517,1578310451000,1578315215000
454,1578310602000,1578319770000
-1,1578311311000,1578314781000
879,1578312503000,1578318598000
-1,1578314955000,1578315002000
-1,1578315215000,1578315304000
1456,1578315247000,1578321226000
1435,1578315516000,1578320402000
-1,1578315801000,1578315848000
-1,1578315887000,1578315934000
640,1578315945000,1578320139000
1413,1578317606000,1578322196000
-1,1578318212000,1578318259000
-1,1578318598000,1578318645000
-1,1578319541000,1578319588000
-1,1578319770000,1578319817000
-1,1578320139000,1578320186000
-1,1578320402000,1578320449000
-1,1578320663000,1578320710000
-1,1578321226000,1578321318000
-1,1578322196000,1578322243000
1045,1578378706000,1578392623000
817,1578379543000,1578392600000
805,1578380325000,1578391196000
1379,1578380990000,1578389594000
491,1578381270000,1578396881000
279,1578381309000,1578403270000
1245,1578381438000,1578390104000
15,1578381508000,1578391879000
266,1578381826000,1578390480000
1346,1578382053000,1578394989000
1073,1578382363000,1578391159000
1146,1578382800000,1578391291000
559,1578383388000,1578397864000
574,1578383624000,1578391829000
0,1578384126000,1578391876000
23,1578385487000,1578391876000
-1,1578388716000,1578391876000
585,1578390835000,1578391876000
-1,1578391879000,1578391926000
805,1578392182000,1578403209000
574,1578392600000,1578400491000
-1,1578392623000,1578392670000
1379,1578392674000,1578397744000
1045,1578392686000,1578398122000
1146,1578392702000,1578407165000
1245,1578392771000,1578403316000
15,1578392984000,1578402405000
266,1578393934000,1578400941000
-1,1578396730000,1578396777000
-1,1578397205000,1578397554000
-1,1578397744000,1578400538000
585,1578398443000,1578398489000
-1,1578400941000,1578400988000
-1,1578401640000,1578401687000
-1,1578401783000,1578401830000
1495,1578401922000,1578407840000
574,1578401967000,1578407224000
-1,1578402405000,1578402452000
-1,1578402675000,1578402722000
1073,1578402758000,1578408015000
-1,1578403209000,1578403256000
-1,1578403270000,1578403363000
1045,1578403944000,1578409183000
-1,1578405527000,1578405574000
-1,1578406722000,1578406769000
-1,1578407165000,1578407212000
-1,1578407224000,1578407271000
-1,1578407840000,1578407887000
-1,1578408015000,1578408062000
-1,1578409183000,1578409230000
928,1578465276000,1578476180000
477,1578465964000,1578476021000
976,1578466238000,1578486860000
1091,1578466482000,1578474533000
764,1578467055000,1578478408000
264,1578467459000,1578475349000
485,1578468174000,1578478261000
493,1578468362000,1578476137000
302,1578468363000,1578483144000
777,1578468398000,1578478222000
576,1578468459000,1578480496000
1382,1578468565000,1578477246000
1364,1578470450000,1578492406000
1455,1578470582000,1578482854000
232,1578470942000,1578486578000
0,1578471922000,1578483861000
-1,1578473248000,1578483861000
23,1578476086000,1578482901000
270,1578476799000,1578491259000
485,1578478521000,1578491018000
1091,1578479074000,1578492422000
264,1578479981000,1578492050000
-1,1578485063000,1578485110000
-1,1578485573000,1578485620000
764,1578485634000,1578491341000
477,1578485662000,1578491641000
-1,1578486578000,1578486625000
-1,1578486810000,1578486857000
-1,1578486860000,1578486907000
-1,1578486990000,1578487037000
928,1578487580000,1578492654000
-1,1578488984000,1578489031000
-1,1578489961000,1578490008000
-1,1578491018000,1578491065000
-1,1578491259000,1578491306000
-1,1578491333000,1578491388000
-1,1578491641000,1578491688000
-1,1578492050000,1578492097000
-1,1578492406000,1578492469000
-1,1578492654000,1578492701000
1300,1578552760000,1578578659000
1468,1578553190000,1578575097000
128,1578553203000,1578563060000
1246,1578553511000,1578569939000
234,1578553893000,1578565290000
490,1578554051000,1578561887000
875,1578554079000,1578564576000
104,1578554281000,1578564950000
1032,1578555057000,1578562771000
118,1578555937000,1578564580000
140,1578556246000,1578565401000
23,1578559090000,1578564622000
-1,1578559927000,1578564622000
-1,1578564879000,1578564926000
-1,1578564950000,1578564997000
490,1578565001000,1578571343000
128,1578565131000,1578572387000
-1,1578565345000,1578565392000
-1,1578565401000,1578565448000
818,1578565418000,1578576314000
140,1578565492000,1578560359000
23,1578567069000,1578567115000
1032,1578567558000,1578573740000
-1,1578569165000,1578569212000
875,1578569215000,1578573773000
-1,1578569425000,1578569472000
-1,1578569939000,1578569986000
-1,1578570490000,1578571390000
-1,1578572034000,1578572081000
-1,1578572387000,1578572434000
-1,1578573740000,1578573787000
-1,1578574144000,1578574191000
-1,1578574256000,1578574303000
-1,1578574602000,1578574649000
-1,1578575034000,1578575081000
-1,1578575097000,1578575144000
-1,1578576314000,1578576361000
-1,1578578659000,1578578706000
66,1578638991000,1578651270000
309,1578639108000,1578663941000
919,1578639596000,1578648252000
1178,1578640367000,1578648574000
792,1578640542000,1578647454000
1427,1578640545000,1578653225000
538,1578640565000,1578654453000
887,1578640755000,1578665426000
1159,1578640827000,1578652232000
614,1578641367000,1578650570000
98,1578641443000,1578658875000
426,1578641580000,1578652075000
1408,1578642205000,1578651796000
725,1578642651000,1578655623000
750,1578643989000,1578652301000
-1,1578645090000,1578652122000
23,1578647858000,1578652122000
1223,1578650655000,1578660757000
792,1578650852000,1578662288000
-1,1578652232000,1578652279000
750,1578652381000,1578662165000
66,1578652486000,1578657359000
1159,1578652763000,1578660103000
1408,1578652764000,1578658931000
426,1578652791000,1578660053000
-1,1578653225000,1578653272000
-1,1578654453000,1578658542000
23,1578655623000,1578655669000
0,1578657346000,1578658922000
-1,1578658758000,1578658805000
-1,1578658875000,1578658922000
-1,1578658931000,1578658979000
-1,1578658987000,1578659034000
344,1578659310000,1578665571000
98,1578659334000,1578664548000
-1,1578660045000,1578660100000
-1,1578660103000,1578660150000
614,1578660507000,1578664858000
1178,1578660559000,1578665211000
-1,1578660731000,1578660804000
1408,1578660863000,1578665946000
-1,1578661128000,1578661175000
-1,1578662165000,1578662212000
-1,1578662288000,1578662335000
-1,1578663941000,1578663988000
-1,1578664003000,1578664052000
-1,1578664548000,1578664595000
-1,1578664858000,1578664905000
-1,1578665211000,1578665258000
-1,1578665571000,1578665618000
-1,1578665946000,1578665993000
614,1578666982000,1578672007000
887,1578667894000,1578673103000
-1,1578668928000,1578668975000
