1578279600000,70.0
1578280500000,70.0
1578281400000,70.0
1578282300000,70.0
1578283200000,70.0
1578284100000,70.0
1578285000000,70.0
1578285900000,70.0
1578286800000,70.0
1578287700000,70.0
1578288600000,70.0
1578289500000,70.0
1578290400000,70.0
1578291300000,70.0
1578292200000,70.0
1578293100000,70.0
1578294000000,70.6
1578294900000,71.74
1578295800000,73.246
1578296700000,74.8984
1578297600000,75.8594
1578298500000,76.8437
1578299400000,77.2375
1578300300000,77.395
1578301200000,77.758
1578302100000,77.9032
1578303000000,78.1113
1578303900000,78.1945
1578304800000,78.0778
1578305700000,77.5811
1578306600000,74.3824
1578307500000,73.853
1578308400000,73.9412
1578309300000,73.5265
1578310200000,73.3606
1578311100000,73.5942
1578312000000,73.5377
1578312900000,73.3651
1578313800000,73.446
1578314700000,73.3284
1578315600000,72.8314
1578316500000,72.6325
1578317400000,72.553
1578318300000,72.3712
1578319200000,72.1485
1578320100000,71.7594
1578321000000,71.1538
1578321900000,70.6115
1578322800000,70.2446
1578323700000,70.0978
1578324600000,70.0391
1578325500000,70.0157
1578326400000,70.0063
1578327300000,70.0025
1578328200000,70.001
1578329100000,70.0004
1578330000000,70.0002
1578330900000,70.0001
1578331800000,70.0
1578332700000,70.0
1578333600000,70.0
1578334500000,70.0
1578335400000,70.0
1578336300000,70.0
1578337200000,70.0
1578338100000,70.0
1578339000000,70.0
1578339900000,70.0
1578340800000,70.0
1578341700000,70.0
1578342600000,70.0
1578343500000,70.0
1578344400000,70.0
1578345300000,70.0
1578346200000,70.0
1578347100000,70.0
1578348000000,70.0
1578348900000,70.0
1578349800000,70.0
1578350700000,70.0
1578351600000,70.0
1578352500000,70.0
1578353400000,70.0
1578354300000,70.0
1578355200000,70.0
1578356100000,70.0
1578357000000,70.0
1578357900000,70.0
1578358800000,70.0
1578359700000,70.0
1578360600000,70.0
1578361500000,70.0
1578362400000,70.0
1578363300000,70.0
1578364200000,70.0
1578365100000,70.0
1578366000000,70.0
1578366900000,70.0
1578367800000,70.0
1578368700000,70.0
1578369600000,70.0
1578370500000,70.0
1578371400000,70.0
1578372300000,70.0
1578373200000,70.0
1578374100000,70.0
1578375000000,70.0
1578375900000,70.0
1578376800000,70.0
1578377700000,70.0
1578378600000,70.0
1578379500000,70.3
1578380400000,70.72
1578381300000,71.338
1578382200000,72.6352
1578383100000,74.5041
1578384000000,76.3016
1578384900000,77.3207
1578385800000,77.8783
1578386700000,78.1013
1578387600000,78.1905
1578388500000,78.2262
1578389400000,78.2405
1578390300000,78.2462
1578391200000,78.2485
1578392100000,74.6494
1578393000000,74.1098
1578393900000,74.0439
1578394800000,74.1676
1578395700000,74.067
1578396600000,74.0268
1578397500000,73.8607
1578398400000,73.7943
1578399300000,73.4677
1578400200000,73.4871
1578401100000,72.8948
1578402000000,72.5079
1578402900000,72.3532
1578403800000,71.9913
1578404700000,71.9965
1578405600000,71.8486
1578406500000,71.7894
1578407400000,71.3158
1578408300000,70.8263
1578409200000,70.6305
1578410100000,70.2522
1578411000000,70.1009
1578411900000,70.0404
1578412800000,70.0161
1578413700000,70.0065
1578414600000,70.0026
1578415500000,70.001
1578416400000,70.0004
1578417300000,70.0002
1578418200000,70.0001
1578419100000,70.0
1578420000000,70.0
1578420900000,70.0
1578421800000,70.0
1578422700000,70.0
1578423600000,70.0
1578424500000,70.0
1578425400000,70.0
1578426300000,70.0
1578427200000,70.0
1578428100000,70.0
1578429000000,70.0
1578429900000,70.0
1578430800000,70.0
1578431700000,70.0
1578432600000,70.0
1578433500000,70.0
1578434400000,70.0
1578435300000,70.0
1578436200000,70.0
1578437100000,70.0
1578438000000,70.0
1578438900000,70.0
1578439800000,70.0
1578440700000,70.0
1578441600000,70.0
1578442500000,70.0
1578443400000,70.0
1578444300000,70.0
1578445200000,70.0
1578446100000,70.0
1578447000000,70.0
1578447900000,70.0
1578448800000,70.0
1578449700000,70.0
1578450600000,70.0
1578451500000,70.0
1578452400000,70.0
1578453300000,70.0
1578454200000,70.0
1578455100000,70.0
1578456000000,70.0
1578456900000,70.0
1578457800000,70.0
1578458700000,70.0
1578459600000,70.0
1578460500000,70.0
1578461400000,70.0
1578462300000,70.0
1578463200000,70.0
1578464100000,70.0
1578465000000,70.0
1578465900000,70.15
1578466800000,70.66
1578467700000,71.614
1578468600000,73.1956
1578469500000,74.5782
1578470400000,75.5813
1578471300000,77.0325
1578472200000,78.063
1578473100000,78.6252
1578474000000,78.8501
1578474900000,79.09
1578475800000,79.336
1578476700000,79.4344
1578477600000,79.7738
1578478500000,79.9095
1578479400000,79.9638
1578480300000,80.1355
1578481200000,79.9042
1578482100000,79.8117
1578483000000,77.3747
1578483900000,74.4499
1578484800000,73.4299
1578485700000,73.022
1578486600000,72.8588
1578487500000,72.4935
1578488400000,72.6474
1578489300000,72.559
1578490200000,72.3736
1578491100000,72.1494
1578492000000,71.4598
1578492900000,70.5839
1578493800000,70.2336
1578494700000,70.0934
1578495600000,70.0374
1578496500000,70.0149
1578497400000,70.006
1578498300000,70.0024
1578499200000,70.001
1578500100000,70.0004
1578501000000,70.0002
1578501900000,70.0001
1578502800000,70.0
1578503700000,70.0
1578504600000,70.0
1578505500000,70.0
1578506400000,70.0
1578507300000,70.0
1578508200000,70.0
1578509100000,70.0
1578510000000,70.0
1578510900000,70.0
1578511800000,70.0
1578512700000,70.0
1578513600000,70.0
1578514500000,70.0
1578515400000,70.0
1578516300000,70.0
1578517200000,70.0
1578518100000,70.0
1578519000000,70.0
1578519900000,70.0
1578520800000,70.0
1578521700000,70.0
1578522600000,70.0
1578523500000,70.0
1578524400000,70.0
1578525300000,70.0
1578526200000,70.0
1578527100000,70.0
1578528000000,70.0
1578528900000,70.0
1578529800000,70.0
1578530700000,70.0
1578531600000,70.0
1578532500000,70.0
1578533400000,70.0
1578534300000,70.0
1578535200000,70.0
1578536100000,70.0
1578537000000,70.0
1578537900000,70.0
1578538800000,70.0
1578539700000,70.0
1578540600000,70.0
1578541500000,70.0
1578542400000,70.0
1578543300000,70.0
1578544200000,70.0
1578545100000,70.0
1578546000000,70.0
1578546900000,70.0
1578547800000,70.0
1578548700000,70.0
1578549600000,70.0
1578550500000,70.0
1578551400000,70.0
1578552300000,70.0
1578553200000,70.45
1578554100000,71.23
1578555000000,71.842
1578555900000,72.9868
1578556800000,73.8947
1578557700000,75.1579
1578558600000,75.6632
1578559500000,76.0153
1578560400000,76.1561
1578561300000,76.0624
1578562200000,76.175
1578563100000,76.37
1578564000000,76.298
1578564900000,74.1692
1578565800000,73.4677
1578566700000,73.4871
1578567600000,73.9448
1578568500000,74.2779
1578569400000,74.2612
1578570300000,73.8045
1578571200000,73.7718
1578572100000,73.1587
1578573000000,72.7635
1578573900000,72.4554
1578574800000,71.5822
1578575700000,70.9329
1578576600000,70.5231
1578577500000,70.3593
1578578400000,70.2937
1578579300000,70.1175
1578580200000,70.047
1578581100000,70.0188
1578582000000,70.0075
1578582900000,70.003
1578583800000,70.0012
1578584700000,70.0005
1578585600000,70.0002
1578586500000,70.0001
1578587400000,70.0
1578588300000,70.0
1578589200000,70.0
1578590100000,70.0
1578591000000,70.0
1578591900000,70.0
1578592800000,70.0
1578593700000,70.0
1578594600000,70.0
1578595500000,70.0
1578596400000,70.0
1578597300000,70.0
1578598200000,70.0
1578599100000,70.0
1578600000000,70.0
1578600900000,70.0
1578601800000,70.0
1578602700000,70.0
1578603600000,70.0
1578604500000,70.0
1578605400000,70.0
1578606300000,70.0
1578607200000,70.0
1578608100000,70.0
1578609000000,70.0
1578609900000,70.0
1578610800000,70.0
1578611700000,70.0
1578612600000,70.0
1578613500000,70.0
1578614400000,70.0
1578615300000,70.0
1578616200000,70.0
1578617100000,70.0
1578618000000,70.0
1578618900000,70.0
1578619800000,70.0
1578620700000,70.0
1578621600000,70.0
1578622500000,70.0
1578623400000,70.0
1578624300000,70.0
1578625200000,70.0
1578626100000,70.0
1578627000000,70.0
1578627900000,70.0
1578628800000,70.0
1578629700000,70.0
1578630600000,70.0
1578631500000,70.0
1578632400000,70.0
1578633300000,70.0
1578634200000,70.0
1578635100000,70.0
1578636000000,70.0
1578636900000,70.0
1578637800000,70.0
1578638700000,70.0
1578639600000,70.45
1578640500000,71.08
1578641400000,72.232
1578642300000,73.4428
1578643200000,74.0771
1578644100000,74.7808
1578645000000,75.6623
1578645900000,76.0149
1578646800000,76.156
1578647700000,76.3624
1578648600000,76.445
1578649500000,76.328
1578650400000,76.1312
1578651300000,75.7525
1578652200000,73.801
1578653100000,74.0704
1578654000000,74.3282
1578654900000,74.7313
1578655800000,74.7425
1578656700000,74.597
1578657600000,74.5388
1578658500000,74.5155
1578659400000,73.4562
1578660300000,72.8825
1578661200000,72.803
1578662100000,72.7712
1578663000000,72.6085
1578663900000,72.5434
1578664800000,71.9174
1578665700000,71.0669
1578666600000,70.5768
1578667500000,70.6807
1578668400000,70.8723
1578669300000,70.7989
1578670200000,70.7696
1578671100000,70.7578
1578672000000,70.7531
1578672900000,70.6013
1578673800000,70.3905
1578674700000,70.1562
1578675600000,70.0625
1578676500000,70.025
1578677400000,70.01
1578678300000,70.004
1578679200000,70.0016
1578680100000,70.0006
1578681000000,70.0003
1578681900000,70.0001
1578682800000,70.0
1578683700000,70.0
1578684600000,70.0
1578685500000,70.0
1578686400000,70.0
1578687300000,70.0
1578688200000,70.0
1578689100000,70.0
1578690000000,70.0
1578690900000,70.0
1578691800000,70.0
1578692700000,70.0
1578693600000,70.0
1578694500000,70.0
1578695400000,70.0
1578696300000,70.0
1578697200000,70.0
1578698100000,70.0
1578699000000,70.0
1578699900000,70.0
1578700800000,70.0
1578701700000,70.0
1578702600000,70.0
1578703500000,70.0
1578704400000,70.0
1578705300000,70.0
1578706200000,70.0
1578707100000,70.0
1578708000000,70.0
1578708900000,70.0
1578709800000,70.0
1578710700000,70.0
