1443,1578293208000,1578293258000
454,1578293816000,1578293866000
640,1578293912000,1578293962000
454,1578293934000,1578293984000
1266,1578294169000,1578294219000
1443,1578294238000,1578294288000
993,1578294386000,1578294436000
1456,1578294538000,1578294588000
1443,1578294807000,1578294857000
1443,1578294918000,1578294968000
1456,1578295184000,1578295234000
879,1578295189000,1578295234000
9,1578295700000,1578295745000
993,1578295782000,1578295827000
1443,1578295815000,1578295865000
694,1578295978000,1578296028000
1435,1578296468000,1578296542000
977,1578296470000,1578296520000
843,1578296618000,1578296668000
640,1578296954000,1578296999000
517,1578296980000,1578297030000
1266,1578297762000,1578297807000
1443,1578297826000,1578297876000
9,1578297964000,1578298009000
940,1578298891000,1578298936000
-1,1578299310000,1578299328000
454,1578300707000,1578300752000
843,1578300980000,1578301030000
977,1578302884000,1578302929000
977,1578303729000,1578303779000
940,1578304035000,1578304080000
-1,1578304050000,1578304068000
-1,1578304213000,1578304231000
-1,1578304944000,1578304962000
-1,1578305778000,1578305796000
0,1578305943000,1578305961000
-1,1578305943000,1578305961000
1228,1578305943000,1578305962000
-1,1578306013000,1578306031000
993,1578306612000,1578306662000
694,1578306626000,1578306676000
-1,1578306660000,1578306678000
-1,1578306794000,1578306812000
1266,1578306796000,1578306882000
1456,1578306957000,1578306999000
977,1578307311000,1578307361000
570,1578307465000,1578307510000
570,1578307594000,1578307639000
570,1578307711000,1578307761000
-1,1578308684000,1578308702000
-1,1578308751000,1578308769000
-1,1578308851000,1578308869000
-1,1578310217000,1578310235000
517,1578310401000,1578310451000
454,1578310556000,1578310602000
1266,1578310787000,1578310815000
879,1578312465000,1578312503000
-1,1578312499000,1578312682000
879,1578313338000,1578313366000
454,1578313737000,1578313783000
-1,1578313764000,1578313782000
-1,1578314141000,1578314159000
-1,1578314781000,1578314799000
-1,1578315002000,1578315020000
1456,1578315201000,1578315247000
-1,1578315262000,1578315280000
1456,1578315283000,1578315333000
-1,1578315304000,1578315322000
1435,1578315479000,1578315516000
-1,1578315848000,1578315866000
640,1578315900000,1578315945000
-1,1578315934000,1578315952000
-1,1578318259000,1578318277000
-1,1578318645000,1578318663000
-1,1578319588000,1578319606000
-1,1578319817000,1578319835000
-1,1578320186000,1578320204000
-1,1578320449000,1578320467000
-1,1578320710000,1578320728000
-1,1578321273000,1578321291000
-1,1578321318000,1578321336000
-1,1578322243000,1578322261000
1045,1578378656000,1578378706000
817,1578379493000,1578379543000
805,1578380275000,1578380325000
1045,1578380400000,1578380450000
1379,1578380940000,1578380990000
491,1578381220000,1578381270000
279,1578381264000,1578381309000
1245,1578381388000,1578381438000
15,1578381458000,1578381508000
266,1578381776000,1578381826000
1346,1578382003000,1578382094000
805,1578382087000,1578382137000
279,1578382192000,1578382242000
1073,1578382313000,1578382363000
805,1578382463000,1578382513000
1073,1578382509000,1578382559000
805,1578382587000,1578382637000
1245,1578382646000,1578382696000
1146,1578382750000,1578382800000
15,1578383019000,1578383069000
1379,1578383025000,1578383075000
1073,1578383068000,1578383113000
1146,1578383231000,1578383276000
266,1578383335000,1578383380000
559,1578383343000,1578383388000
574,1578383579000,1578383624000
1045,1578383606000,1578383651000
559,1578383875000,1578383925000
15,1578383937000,1578383982000
817,1578384547000,1578384592000
491,1578384579000,1578384629000
15,1578385209000,1578385259000
-1,1578389792000,1578389810000
1346,1578390059000,1578390109000
491,1578390101000,1578390160000
559,1578390524000,1578390562000
-1,1578391338000,1578391356000
0,1578391876000,1578391894000
-1,1578391876000,1578391894000
23,1578391876000,1578391895000
585,1578391876000,1578391895000
-1,1578391926000,1578391944000
1379,1578392624000,1578392674000
1045,1578392636000,1578392714000
1146,1578392652000,1578392702000
-1,1578392670000,1578392688000
1245,1578392726000,1578392771000
1146,1578392761000,1578392811000
15,1578392956000,1578392984000
279,1578393048000,1578393093000
266,1578393889000,1578393934000
15,1578394352000,1578394398000
-1,1578396777000,1578396795000
1245,1578397082000,1578397110000
805,1578397512000,1578397557000
-1,1578397554000,1578398489000
279,1578397850000,1578397895000
585,1578398489000,1578398508000
1146,1578399736000,1578399781000
-1,1578399929000,1578399947000
1146,1578400136000,1578400181000
-1,1578400434000,1578400452000
-1,1578400538000,1578400556000
-1,1578400988000,1578401006000
-1,1578401687000,1578401705000
-1,1578401830000,1578401848000
1495,1578401877000,1578401922000
574,1578401922000,1578401967000
1495,1578402123000,1578402173000
-1,1578402452000,1578402470000
1073,1578402716000,1578402758000
-1,1578402722000,1578402740000
-1,1578403256000,1578403274000
-1,1578403317000,1578403335000
-1,1578403363000,1578403381000
-1,1578405574000,1578405592000
-1,1578406769000,1578406787000
-1,1578407212000,1578407230000
-1,1578407271000,1578407289000
-1,1578407887000,1578407905000
-1,1578408062000,1578408080000
-1,1578409230000,1578409248000
928,1578465226000,1578465276000
477,1578465914000,1578465964000
976,1578466188000,1578466238000
1091,1578466432000,1578466482000
764,1578467005000,1578467055000
264,1578467409000,1578467459000
1091,1578467410000,1578467455000
264,1578467541000,1578467591000
928,1578467874000,1578467924000
485,1578468124000,1578468174000
493,1578468312000,1578468362000
302,1578468313000,1578468363000
777,1578468348000,1578468398000
576,1578468409000,1578468459000
1382,1578468515000,1578468565000
485,1578468538000,1578468588000
485,1578468935000,1578468985000
477,1578469241000,1578469291000
777,1578469247000,1578469297000
302,1578469333000,1578469378000
1382,1578470147000,1578470197000
1364,1578470400000,1578470450000
976,1578470402000,1578470452000
764,1578470534000,1578470579000
493,1578470683000,1578470728000
302,1578470684000,1578470729000
232,1578470897000,1578470942000
302,1578470941000,1578470986000
976,1578471628000,1578471673000
576,1578471641000,1578471686000
764,1578471700000,1578471745000
576,1578472685000,1578472735000
976,1578474187000,1578474232000
1364,1578475010000,1578475055000
270,1578476740000,1578476799000
302,1578477512000,1578477540000
270,1578477798000,1578477843000
232,1578477901000,1578477951000
-1,1578478455000,1578478473000
485,1578478476000,1578478521000
1091,1578479029000,1578479074000
-1,1578479398000,1578479416000
-1,1578479665000,1578479683000
1091,1578479775000,1578479803000
264,1578479928000,1578479981000
232,1578480287000,1578480332000
1091,1578480288000,1578480333000
-1,1578480543000,1578480561000
-1,1578480843000,1578480861000
-1,1578482314000,1578482332000
-1,1578482485000,1578482503000
0,1578482901000,1578482919000
-1,1578482901000,1578482919000
23,1578482901000,1578482920000
1364,1578483253000,1578483303000
0,1578483861000,1578483879000
-1,1578483861000,1578483879000
1364,1578484088000,1578484138000
